week_of_outbreak,state_ut,district,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Disease_Clean,date,Cases_lag1,Cases_lag2,Cases_lag4,Cases_MA_3w,Cases_SD_3w,Cases_WoW_change,Cases_EMA_3w,Weekly_Avg_Cases,Seasonality_Index,Cases_trend_4w,ALOS,Severity_Rate,Bed_Days,ICU_Required
42,Tamil Nadu,Madurai,80,0.0,17,10,2019,9.9261153,78.1140983,0.3511513506,5.0,300.66,Chikungunya,2019-10-21,32.0,79.0,120.0,63.666666666666664,27.428695436227606,1.5,65.48046875,37.25,2.1476510067114094,7.600000000000008,4.0,0.08,320.0,6.0
44,Tamil Nadu,Madurai,49,0.0,1,11,2019,9.9261153,78.1140983,0.6686315613,7.0,297.16,Chikungunya,2019-11-04,80.0,32.0,39.0,53.666666666666664,24.33789911502907,-0.38749999999999996,57.240234375,53.0,0.9245283018867925,-4.200000000000005,4.0,0.08,196.0,4.0
46,Tamil Nadu,Madurai,26,0.0,11,11,2019,9.9261153,78.1140983,0.3634270427,11.0,304.735,Chikungunya,2019-11-18,49.0,80.0,79.0,51.666666666666664,27.098585448936866,-0.4693877551020408,41.6201171875,18.25,1.4246575342465753,-4.899999999999994,4.0,0.08,104.0,2.0
9,Tamil Nadu,Madurai,12,0.0,26,2,2012,9.9261153,78.1140983,6.85e-05,7.0,307.90000000000003,Cholera,2012-02-27,,,,12.0,,,12.0,12.0,1.0,,3.0,0.05,36.0,1.0
39,Tamil Nadu,Madurai,79,5.0,8,9,2012,9.9261153,78.1140983,0.08848779477,7.0,315.5666666,Dengue,2012-09-24,,,,79.0,,,79.0,34.93333333333333,2.2614503816793894,,5.0,0.1,395.0,8.0
15,Tamil Nadu,Madurai,11,0.0,8,3,2013,9.9261153,78.1140983,0.282964712,8.0,307.7266666,Dengue,2013-04-15,79.0,,,45.0,48.08326112068523,-0.8607594936708861,45.0,11.0,1.0,-67.99999999999999,5.0,0.1,55.0,1.0
38,Tamil Nadu,Madurai,38,0.0,16,9,2014,9.9261153,78.1140983,0.0532266498,5.0,314.512,Dengue,2014-09-22,11.0,79.0,,42.666666666666664,34.23935357645254,2.4545454545454546,41.5,22.166666666666668,1.7142857142857142,-20.500000000000007,5.0,0.1,190.0,4.0
31,Tamil Nadu,Madurai,49,0.0,31,7,2017,9.9261153,78.1140983,0.05055837054,5.0,315.348,Dengue,2017-07-31,38.0,11.0,,32.666666666666664,19.55334583474995,0.2894736842105263,45.25,32.0,1.53125,-6.300000000000005,5.0,0.1,245.0,5.0
39,Tamil Nadu,Madurai,77,0.0,27,9,2017,9.9261153,78.1140983,0.01214871972,8.0,312.515,Dengue,2017-09-25,49.0,38.0,79.0,54.666666666666664,20.108041509140897,0.5714285714285714,61.125,34.93333333333333,2.204198473282443,20.900000000000002,5.0,0.1,385.0,8.0
47,Tamil Nadu,Madurai,40,0.0,15,11,2019,9.9261153,78.1140983,0.2301249066,11.0,304.075,Dengue,2019-11-25,77.0,49.0,11.0,55.333333333333336,19.295940851208407,-0.48051948051948057,50.5625,24.75,1.6161616161616161,3.400000000000001,5.0,0.1,200.0,4.0
39,Tamil Nadu,Madurai,12,0.0,26,9,2013,9.9261153,78.1140983,0.006452685803,6.0,314.26,Dengue And Chikungunya,2013-09-30,,,,12.0,,,12.0,12.0,1.0,,,,,
11,Tamil Nadu,Nagapattinam,166,0.0,12,3,2019,10.8056276,79.82465978,0.01486379149,8.0,308.78400000000005,Acute Diarrhoeal Disease,2019-03-18,,,,166.0,,,166.0,103.2,1.6085271317829457,,2.0,0.02,332.0,3.0
16,Tamil Nadu,Nagapattinam,11,0.0,14,4,2020,10.8056276,79.82465978,0.02148075123,8.5,313.475,Acute Diarrhoeal Disease,2020-04-20,166.0,,,88.5,109.60155108391487,-0.9337349397590361,88.5,19.666666666666668,0.559322033898305,-154.99999999999997,2.0,0.02,22.0,0.0
21,Tamil Nadu,Nagapattinam,23,0.0,28,5,2017,10.8056276,79.82465978,0.1958682632,9.0,313.82,Dengue,2017-05-22,,,,23.0,,,23.0,100.0,0.23,,5.0,0.1,115.0,2.0
18,Tamil Nadu,Nagercoil,14,0.0,9,4,2015,8.1880471,77.4290492,0.06234778461,8.0,308.112,Acute Diarrhoeal Disease,2015-05-04,,,,14.0,,,14.0,21.272727272727273,0.6581196581196581,,2.0,0.02,28.0,0.0
1,Tamil Nadu,Nagercoil,12,0.0,22,12,2016,8.1880471,77.4290492,0.1764551993,16.0,304.98,Dengue,2016-01-04,,,,12.0,,,12.0,27.8,0.4316546762589928,,5.0,0.1,60.0,1.0
22,Tamil Nadu,Nagercoil,18,0.0,21,4,2017,8.1880471,77.4290492,0.008152987262,8.0,314.47200000000004,Dengue,2017-05-29,12.0,,,15.0,4.242640687119285,0.5,15.0,90.6,0.19867549668874174,5.999999999999998,5.0,0.1,90.0,2.0
5,Tamil Nadu,Namakkal,16,0.0,3,2,2011,11.28422485,78.16615284,0.0005447172178,8.0,305.6366666,Acute Diarrhoeal Disease,2011-01-31,,,,16.0,,,16.0,15.25,1.0491803278688525,,2.0,0.02,32.0,0.0
25,Tamil Nadu,Namakkal,64,0.0,19,6,2014,11.28422485,78.16615284,0.02587236356,5.0,311.83,Acute Diarrhoeal Disease,2014-06-23,16.0,,,40.0,33.94112549695428,3.0,40.0,28.916666666666668,2.2132564841498557,47.999999999999986,2.0,0.02,128.0,1.0
9,Tamil Nadu,Namakkal,16,0.0,3,2,2016,11.28422485,78.16615284,8.1e-05,7.0,307.796,Acute Diarrhoeal Disease,2016-02-29,64.0,16.0,,32.0,27.712812921102035,-0.75,28.0,16.0,1.0,9.230732956865576e-15,2.0,0.02,32.0,0.0
25,Tamil Nadu,Namakkal,72,0.0,16,6,2009,11.28422485,78.16615284,0.149054141,6.0,312.176,Chikungunya,2009-06-22,,,,72.0,,,72.0,44.2,1.6289592760180995,,4.0,0.08,288.0,6.0
26,Tamil Nadu,Namakkal,48,0.0,24,6,2009,11.28422485,78.16615284,0.1447846121,6.0,312.1466666,Chikungunya,2009-06-29,72.0,,,60.0,16.97056274847714,-0.33333333333333337,60.0,35.75,1.3426573426573427,-24.000000000000004,4.0,0.08,192.0,4.0
38,Tamil Nadu,Namakkal,32,0.0,17,9,2009,11.28422485,78.16615284,0.2588042895,7.0,308.22400000000005,Chikungunya,2009-09-21,48.0,72.0,,50.666666666666664,20.132891827388665,-0.33333333333333337,46.0,31.666666666666668,1.0105263157894737,-20.0,4.0,0.08,128.0,3.0
42,Tamil Nadu,Namakkal,34,0.0,15,10,2013,11.28422485,78.16615284,0.0475826547,6.0,309.264,Chikungunya,2013-10-21,32.0,48.0,,38.0,8.717797887081344,0.0625,40.0,37.25,0.912751677852349,-13.000000000000004,4.0,0.08,136.0,3.0
32,Tamil Nadu,Namakkal,21,0.0,27,7,2010,11.28422485,78.16615284,0.06997262745,6.0,307.19,Dengue,2010-08-09,,,,21.0,,,21.0,19.5,1.0769230769230769,,5.0,0.1,105.0,2.0
5,Tamil Nadu,Namakkal,47,0.0,29,1,2013,11.28422485,78.16615284,4.94e-05,6.0,309.1366666,Dengue,2013-02-04,21.0,,,34.0,18.384776310850235,1.2380952380952381,34.0,31.0,1.5161290322580645,25.999999999999993,5.0,0.1,235.0,5.0
12,Tamil Nadu,Namakkal,5,0.0,7,3,2015,11.28422485,78.16615284,0.100397294,6.0,312.75,Dengue,2015-03-23,47.0,21.0,,24.333333333333332,21.197484127446195,-0.8936170212765957,19.5,32.0,0.15625,-7.999999999999992,5.0,0.1,25.0,0.0
39,Tamil Nadu,Namakkal,11,0.0,23,9,2015,11.28422485,78.16615284,0.02088359924,6.0,313.495,Dengue,2015-09-28,5.0,47.0,,21.0,22.715633383201094,1.2000000000000002,15.25,34.93333333333333,0.31488549618320616,-7.199999999999994,5.0,0.1,55.0,1.0
17,Tamil Nadu,Perambalur,17,0.0,27,4,2010,11.2287716,78.81825555,0.02047602677,5.0,313.54,Acute Diarrhoeal Disease,2010-04-26,,,,17.0,,,17.0,25.125,0.6766169154228856,,2.0,0.02,34.0,0.0
21,Tamil Nadu,Perambalur,25,0.0,20,5,2010,11.2287716,78.81825555,0.09829214322,9.0,313.14,Acute Diarrhoeal Disease,2010-05-24,17.0,,,21.0,5.656854249492381,0.47058823529411775,21.0,28.555555555555557,0.8754863813229572,7.999999999999995,2.0,0.02,50.0,0.0
21,Tamil Nadu,Perambalur,32,0.0,28,5,2011,11.2287716,78.81825555,0.1562797557,8.0,310.3433334,Acute Diarrhoeal Disease,2011-05-23,25.0,17.0,,24.666666666666668,7.505553499465135,0.28,26.5,28.555555555555557,1.1206225680933852,7.499999999999999,2.0,0.02,64.0,1.0
32,Tamil Nadu,Perambalur,10,0.0,9,8,2011,11.2287716,78.81825555,0.05254854861,6.0,307.9533334,Acute Diarrhoeal Disease,2011-08-08,32.0,25.0,,22.333333333333332,11.239810200058242,-0.6875,18.25,19.666666666666668,0.5084745762711864,-1.399999999999999,2.0,0.02,20.0,0.0
32,Tamil Nadu,Perambalur,32,0.0,9,8,2011,11.2287716,78.81825555,0.05254854861,6.0,307.9533334,Acute Diarrhoeal Disease,2011-08-08,10.0,32.0,17.0,24.666666666666668,12.701705922171765,2.2,25.125,19.666666666666668,1.6271186440677965,-0.09999999999999803,2.0,0.02,64.0,1.0
11,Tamil Nadu,Perambalur,15,0.0,17,3,2012,11.2287716,78.81825555,0.08666076199,7.0,307.4666666,Acute Diarrhoeal Disease,2012-03-12,32.0,10.0,25.0,19.0,11.532562594670797,-0.53125,20.0625,103.2,0.14534883720930233,-2.900000000000002,2.0,0.02,30.0,0.0
12,Tamil Nadu,Perambalur,42,0.0,20,3,2012,11.2287716,78.81825555,0.03390784749,7.0,312.195,Acute Diarrhoeal Disease,2012-03-19,15.0,32.0,32.0,29.666666666666668,13.650396819628845,1.7999999999999998,31.03125,22.8,1.8421052631578947,7.900000000000002,2.0,0.02,84.0,1.0
12,Tamil Nadu,Perambalur,23,0.0,21,3,2012,11.2287716,78.81825555,0.01875599908,7.0,312.64,Acute Diarrhoeal Disease,2012-03-19,42.0,15.0,10.0,26.666666666666668,13.868429375143146,-0.45238095238095233,27.015625,22.8,1.0087719298245614,-2.161117739866006e-15,2.0,0.02,46.0,0.0
12,Tamil Nadu,Perambalur,10,0.0,19,3,2012,11.2287716,78.81825555,0.05576320865,7.0,308.55,Acute Diarrhoeal Disease,2012-03-19,23.0,42.0,32.0,25.0,16.09347693943108,-0.5652173913043479,18.5078125,22.8,0.43859649122807015,-3.399999999999997,2.0,0.02,20.0,0.0
18,Tamil Nadu,Perambalur,8,0.0,28,4,2018,11.2287716,78.81825555,0.005058819012,5.0,314.836,Acute Diarrhoeal Disease,2018-04-30,10.0,23.0,15.0,13.666666666666666,8.144527815247077,-0.19999999999999996,13.25390625,21.272727272727273,0.37606837606837606,-11.500000000000004,2.0,0.02,16.0,0.0
8,Tamil Nadu,Perambalur,14,0.0,6,3,2021,11.2287716,78.81825555,0.0007425420286,7.0,310.0666666,Acute Diarrhoeal Disease,2021-02-22,8.0,10.0,42.0,10.666666666666666,3.0550504633038913,0.75,13.626953125,33.45454545454545,0.41847826086956524,-2.9000000000000004,2.0,0.02,28.0,0.0
9,Tamil Nadu,Perambalur,14,0.0,6,3,2021,11.2287716,78.81825555,0.0007425420286,7.0,310.0666666,Acute Diarrhoeal Disease,2021-03-01,14.0,8.0,23.0,12.0,3.464101615137753,0.0,13.8134765625,16.0,0.875,1.7999999999999998,2.0,0.02,28.0,0.0
44,Tamil Nadu,Perambalur,24,0.0,28,10,2009,11.2287716,78.81825555,0.01342844467,6.0,307.264,Chikungunya,2009-11-02,,,,24.0,,,24.0,53.0,0.4528301886792453,,4.0,0.08,96.0,2.0
49,Tamil Nadu,Perambalur,18,0.0,3,12,2009,11.2287716,78.81825555,0.28373793,7.0,301.755,Chikungunya,2009-12-07,24.0,,,21.0,4.242640687119285,-0.25,21.0,17.75,1.0140845070422535,-6.000000000000002,4.0,0.08,72.0,1.0
50,Tamil Nadu,Perambalur,15,0.0,25,11,2009,11.2287716,78.81825555,0.3929613565,7.0,301.0933334,Chikungunya,2009-12-14,18.0,24.0,,19.0,4.58257569495584,-0.16666666666666663,18.0,23.625,0.6349206349206349,-4.5000000000000036,4.0,0.08,60.0,1.0
20,Tamil Nadu,Perambalur,13,0.0,16,5,2012,11.2287716,78.81825555,0.1577435245,7.0,309.90500000000003,Chikungunya,2012-05-14,15.0,18.0,,15.333333333333334,2.5166114784235836,-0.1333333333333333,15.5,13.0,1.0,-3.5999999999999996,4.0,0.08,52.0,1.0
4,Tamil Nadu,Perambalur,22,0.0,24,1,2015,11.2287716,78.81825555,0.0263399782,7.0,304.196,Chikungunya,2015-01-26,13.0,15.0,24.0,16.666666666666668,4.725815626252608,0.6923076923076923,18.75,36.5,0.6027397260273972,0.9999999999999979,4.0,0.08,88.0,2.0
46,Tamil Nadu,Perambalur,4,0.0,16,11,2017,11.2287716,78.81825555,0.3540646967,7.0,303.48,Chikungunya,2017-11-13,22.0,13.0,18.0,13.0,9.0,-0.8181818181818181,11.375,18.25,0.2191780821917808,-2.4,4.0,0.08,16.0,0.0
47,Tamil Nadu,Perambalur,24,0.0,18,11,2011,11.2287716,78.81825555,0.05385096547,13.0,303.736,Dengue,2011-11-21,,,,24.0,,,24.0,24.75,0.9696969696969697,,5.0,0.1,120.0,2.0
12,Tamil Nadu,Perambalur,22,0.0,24,3,2012,11.2287716,78.81825555,0.0003687949488,7.0,313.16,Dengue,2012-03-19,24.0,,,23.0,1.4142135623730951,-0.08333333333333337,23.0,32.0,0.6875,-1.9999999999999993,5.0,0.1,110.0,2.0
43,Tamil Nadu,Perambalur,12,0.0,21,10,2013,11.2287716,78.81825555,0.38604976,9.0,306.34000000000003,Dengue,2013-10-28,22.0,24.0,,19.333333333333332,6.429100507328636,-0.4545454545454546,17.5,12.0,1.0,-6.0,5.0,0.1,60.0,1.0
47,Tamil Nadu,Perambalur,11,0.0,21,11,2014,11.2287716,78.81825555,0.1652418715,5.0,300.5933334,Dengue,2014-11-24,12.0,22.0,,15.0,6.082762530298219,-0.08333333333333337,14.25,24.75,0.4444444444444444,-4.9,5.0,0.1,55.0,1.0
42,Tamil Nadu,Perambalur,22,0.0,16,10,2019,11.2287716,78.81825555,0.1930179447,7.0,307.28000000000003,Dengue,2019-10-21,11.0,12.0,24.0,15.0,6.082762530298219,1.0,18.125,21.0,1.0476190476190477,-0.09999999999999927,5.0,0.1,110.0,2.0
27,Tamil Nadu,Pudukkottai,32,0.0,2,7,2010,10.5,78.833333,0.3626294376,9.0,310.21,Acute Diarrhoeal Disease,2010-07-05,,,,32.0,,,32.0,27.4,1.1678832116788322,,2.0,0.02,64.0,1.0
6,Tamil Nadu,Pudukkottai,24,0.0,9,2,2013,10.5,78.833333,0.04480586199,9.0,304.395,Acute Diarrhoeal Disease,2013-02-11,32.0,,,28.0,5.656854249492381,-0.25,28.0,21.75,1.103448275862069,-7.999999999999998,2.0,0.02,48.0,0.0
7,Tamil Nadu,Pudukkottai,22,0.0,11,2,2013,10.5,78.833333,0.0482498743,7.0,304.82,Acute Diarrhoeal Disease,2013-02-18,24.0,32.0,,26.0,5.291502622129181,-0.08333333333333337,25.0,36.0,0.6111111111111112,-4.999999999999998,2.0,0.02,44.0,0.0
36,Tamil Nadu,Pudukkottai,15,0.0,11,9,2016,10.5,78.833333,0.01512466229,9.0,308.6733334,Acute Diarrhoeal Disease,2016-09-05,22.0,24.0,,20.333333333333332,4.725815626252608,-0.31818181818181823,20.0,30.333333333333332,0.4945054945054945,-5.3,2.0,0.02,30.0,0.0
37,Tamil Nadu,Pudukkottai,25,0.0,8,9,2018,10.5,78.833333,0.02749093974,8.0,311.395,Acute Diarrhoeal Disease,2018-09-10,15.0,22.0,32.0,20.666666666666668,5.131601439446883,0.6666666666666667,22.5,17.75,1.408450704225352,-0.40000000000000013,2.0,0.02,50.0,0.0
47,Tamil Nadu,Pudukkottai,8,0.0,17,11,2009,10.5,78.833333,0.7379969291,9.0,305.5,Chikungunya,2009-11-23,,,,8.0,,,8.0,7.5,1.0666666666666667,,4.0,0.08,32.0,1.0
35,Tamil Nadu,Pudukkottai,41,0.0,14,8,2010,10.5,78.833333,0.2143385869,7.0,310.75,Chikungunya,2010-08-30,8.0,,,24.5,23.33452377915607,4.125,24.5,25.333333333333332,1.618421052631579,32.99999999999999,4.0,0.08,164.0,3.0
38,Tamil Nadu,Pudukkottai,18,0.0,16,9,2014,10.5,78.833333,0.05216851253,9.0,312.3066666,Chikungunya,2014-09-22,41.0,8.0,,22.333333333333332,16.921386861996073,-0.5609756097560976,21.25,31.666666666666668,0.5684210526315789,5.0000000000000036,4.0,0.08,72.0,1.0
37,Tamil Nadu,Pudukkottai,27,0.0,12,9,2015,10.5,78.833333,0.1439393646,9.0,309.3066666,Dengue,2015-09-14,,,,27.0,,,27.0,24.0,1.125,,5.0,0.1,135.0,3.0
30,Tamil Nadu,Pudukkottai,73,0.0,27,7,2018,10.5,78.833333,0.04202111823,9.0,309.38,Dengue,2018-07-23,27.0,,,50.0,32.526911934581186,1.7037037037037037,50.0,28.0,2.607142857142857,45.99999999999999,5.0,0.1,365.0,7.0
13,Tamil Nadu,Pudukkottai,15,0.0,30,3,2022,10.5,78.833333,0.06721439309,9.0,306.37,Dengue,2022-03-28,73.0,27.0,,38.333333333333336,30.61590000854676,-0.7945205479452055,32.5,34.0,0.4411764705882353,-5.999999999999988,5.0,0.1,75.0,2.0
27,Tamil Nadu,Pudukottai,30,0.0,5,7,2012,10.3826515,78.8191259,0.1325257191,6.0,314.34000000000003,Acute Diarrhoeal Disease,2012-07-02,,,,30.0,,,30.0,27.4,1.094890510948905,,2.0,0.02,60.0,1.0
8,Tamil Nadu,Pudukottai,41,0.0,22,2,2021,10.3826515,78.8191259,0.07038244234,7.0,302.62,Acute Diarrhoeal Disease,2021-02-22,30.0,,,35.5,7.7781745930520225,0.3666666666666667,35.5,33.45454545454545,1.2255434782608696,10.999999999999993,2.0,0.02,82.0,1.0
3,Tamil Nadu,Pudukottai,8,0.0,18,1,2022,10.3826515,78.8191259,0.1074129745,12.0,300.7666666,Acute Diarrhoeal Disease,2022-01-17,41.0,30.0,,26.333333333333332,16.802777548171413,-0.8048780487804879,21.75,17.0,0.47058823529411764,-10.999999999999996,2.0,0.02,16.0,0.0
19,Tamil Nadu,Pudukottai,27,0.0,7,5,2012,10.3826515,78.8191259,0.172675772,8.0,308.52,Chikungunya,2012-05-07,,,,27.0,,,27.0,39.0,0.6923076923076923,,4.0,0.08,108.0,2.0
37,Tamil Nadu,Pudukottai,17,0.0,12,9,2014,10.3826515,78.8191259,0.02296332081,9.0,312.9466666,Chikungunya,2014-09-15,27.0,,,22.0,7.0710678118654755,-0.37037037037037035,22.0,23.6,0.7203389830508474,-10.000000000000002,4.0,0.08,68.0,1.0
6,Tamil Nadu,Pudukottai,25,0.0,5,2,2019,10.3826515,78.8191259,0.02520112055,8.0,304.52500000000003,Chikungunya,2019-02-11,17.0,27.0,,23.0,5.291502622129181,0.47058823529411775,23.5,23.333333333333332,1.0714285714285714,-1.0000000000000013,4.0,0.08,100.0,2.0
12,Tamil Nadu,Pudukottai,64,0.0,19,3,2012,10.3826515,78.8191259,0.091436118,8.0,306.005,Dengue,2012-03-19,,,,64.0,,,64.0,32.0,2.0,,5.0,0.1,320.0,6.0
19,Tamil Nadu,Pudukottai,20,0.0,7,5,2012,10.3826515,78.8191259,0.172675772,8.0,308.52,Dengue,2012-05-07,64.0,,,42.0,31.11269837220809,-0.6875,42.0,57.5,0.34782608695652173,-44.00000000000001,5.0,0.1,100.0,2.0
21,Tamil Nadu,Pudukottai,18,0.0,25,5,2012,10.3826515,78.8191259,0.1165802281,6.0,308.29,Dengue,2012-05-21,20.0,64.0,,34.0,26.0,-0.09999999999999998,30.0,100.0,0.18,-23.000000000000004,5.0,0.1,90.0,2.0
26,Tamil Nadu,Pudukottai,15,1.0,20,6,2012,10.3826515,78.8191259,0.2128374253,7.0,315.72,Dengue,2012-06-25,18.0,20.0,,17.666666666666668,2.5166114784235836,-0.16666666666666663,22.5,14.0,1.0714285714285714,-14.900000000000004,5.0,0.1,75.0,2.0
39,Tamil Nadu,Pudukottai,22,0.0,22,9,2012,10.3826515,78.8191259,0.05871243898,8.0,307.75,Dengue,2012-09-24,15.0,18.0,64.0,18.333333333333332,3.511884584284247,0.46666666666666656,22.25,34.93333333333333,0.6297709923664123,0.30000000000000016,5.0,0.1,110.0,2.0
37,Tamil Nadu,Pudukottai,21,0.0,12,9,2014,10.3826515,78.8191259,0.02296332081,9.0,312.9466666,Dengue,2014-09-15,22.0,15.0,20.0,19.333333333333332,3.7859388972001837,-0.045454545454545414,21.625,24.0,0.875,1.5999999999999985,5.0,0.1,105.0,2.0
38,Tamil Nadu,Pudukottai,20,0.0,16,9,2019,10.3826515,78.8191259,0.8883258545,9.0,311.5,Dengue,2019-09-23,21.0,22.0,18.0,21.0,1.000000000000007,-0.04761904761904767,20.8125,22.166666666666668,0.9022556390977443,1.4000000000000008,5.0,0.1,100.0,2.0
42,Tamil Nadu,Pudukottai,20,0.0,21,10,2021,10.3826515,78.8191259,0.3938476267,10.0,304.16,Dengue,2021-10-18,20.0,21.0,15.0,20.333333333333332,0.5773502691896378,0.0,20.40625,21.0,0.9523809523809523,-0.6999999999999997,5.0,0.1,100.0,2.0
21,Tamil Nadu,Pudukottai,27,0.0,13,5,2012,10.3826515,78.8191259,0.216268789,9.0,309.172,Dengue/Chikungunya,2012-05-21,,,,27.0,,,27.0,27.0,1.0,,5.0,0.1,135.0,3.0
32,Tamil Nadu,Pudukottai,46,0.0,9,8,2014,10.3826515,78.8191259,0.244373011,7.0,308.06,Malaria,2014-08-11,,,,46.0,,,46.0,46.0,1.0,,3.0,0.05,138.0,2.0
10,Tamil Nadu,Ramanathapuram,46,0.0,5,3,2010,9.3895523,78.85907072,0.08665667543,6.0,307.8833334,Acute Diarrhoeal Disease,2010-03-08,,,,46.0,,,46.0,59.25,0.7763713080168776,,2.0,0.02,92.0,1.0
22,Tamil Nadu,Ramanathapuram,38,0.0,28,5,2010,9.3895523,78.85907072,0.08665667543,5.0,308.265,Acute Diarrhoeal Disease,2010-05-31,46.0,,,42.0,5.656854249492381,-0.17391304347826086,42.0,31.375,1.2111553784860558,-8.000000000000005,2.0,0.02,76.0,1.0
40,Tamil Nadu,Ramanathapuram,11,0.0,2,10,2014,9.3895523,78.85907072,0.08665667543,6.0,306.67,Acute Diarrhoeal Disease,2014-10-06,38.0,46.0,,31.666666666666668,18.33939293797189,-0.7105263157894737,26.5,20.4,0.5392156862745099,-17.499999999999993,2.0,0.02,22.0,0.0
25,Tamil Nadu,Ramanathapuram,12,0.0,19,6,2015,9.3895523,78.85907072,0.08665667543,8.0,312.6733334,Acute Diarrhoeal Disease,2015-06-22,11.0,38.0,,20.333333333333332,15.307950004273376,0.09090909090909083,19.25,28.916666666666668,0.414985590778098,-12.9,2.0,0.02,24.0,0.0
38,Tamil Nadu,Ramanathapuram,49,0.0,9,9,2009,9.3895523,78.85907072,0.08665667543,5.0,310.42,Chikungunya,2009-09-21,,,,49.0,,,49.0,31.666666666666668,1.5473684210526315,,4.0,0.08,196.0,4.0
40,Tamil Nadu,Ramanathapuram,44,0.0,25,9,2009,9.3895523,78.85907072,0.08665667543,6.0,311.82,Chikungunya,2009-10-05,49.0,,,46.5,3.5355339059327378,-0.10204081632653061,46.5,21.25,2.070588235294118,-5.0000000000000036,4.0,0.08,176.0,4.0
3,Tamil Nadu,Ramanathapuram,26,1.0,10,1,2010,9.3895523,78.85907072,0.08665667543,9.0,301.73,Chikungunya,2010-01-18,44.0,49.0,,39.666666666666664,12.096831541082702,-0.40909090909090906,36.25,29.333333333333332,0.8863636363636364,-11.500000000000004,4.0,0.08,104.0,2.0
40,Tamil Nadu,Ramanathapuram,18,0.0,17,9,2010,9.3895523,78.85907072,0.08665667543,6.0,312.59000000000003,Chikungunya,2010-10-04,26.0,44.0,,29.333333333333332,13.316656236958785,-0.3076923076923077,27.125,21.25,0.8470588235294118,-11.099999999999994,4.0,0.08,72.0,1.0
39,Tamil Nadu,Ramanathapuram,49,0.0,26,9,2012,9.3895523,78.85907072,0.08665667543,4.0,311.08,Chikungunya,2012-09-24,18.0,26.0,49.0,31.0,16.09347693943108,1.7222222222222223,38.0625,34.77777777777778,1.4089456869009584,0.6999999999999983,4.0,0.08,196.0,4.0
13,Tamil Nadu,Ramanathapuram,10,0.0,25,3,2013,9.3895523,78.85907072,0.08665667543,9.0,310.08,Chikungunya,2013-04-01,49.0,18.0,44.0,25.666666666666668,20.5993527406405,-0.7959183673469388,24.03125,22.75,0.43956043956043955,-1.7000000000000008,4.0,0.08,40.0,1.0
9,Tamil Nadu,Ramanathapuram,15,0.0,22,2,2014,9.3895523,78.85907072,0.08665667543,7.0,307.436,Chikungunya,2014-03-03,10.0,49.0,26.0,24.666666666666668,21.22105872319601,0.5,19.515625,22.0,0.6818181818181818,-4.799999999999994,4.0,0.08,60.0,1.0
10,Tamil Nadu,Ramanathapuram,11,0.0,5,3,2014,9.3895523,78.85907072,0.08665667543,6.0,306.66,Chikungunya,2014-03-10,15.0,10.0,18.0,12.0,2.645751311064602,-0.2666666666666667,15.2578125,28.375,0.3876651982378855,-10.900000000000004,4.0,0.08,44.0,1.0
12,Tamil Nadu,Ramanathapuram,12,0.0,13,3,2015,9.3895523,78.85907072,0.08665667543,6.0,308.208,Chikungunya,2015-03-23,11.0,15.0,49.0,12.666666666666666,2.081665999466146,0.09090909090909083,13.62890625,17.5,0.6857142857142857,0.20000000000000154,4.0,0.08,48.0,1.0
14,Tamil Nadu,Ramanathapuram,20,0.0,5,4,2018,9.3895523,78.85907072,0.08665667543,5.0,310.40000000000003,Chikungunya,2018-04-02,12.0,11.0,10.0,14.333333333333334,4.9328828623162515,0.6666666666666667,16.814453125,18.333333333333332,1.090909090909091,1.6000000000000003,4.0,0.08,80.0,2.0
17,Tamil Nadu,Ramanathapuram,23,0.0,23,4,2018,9.3895523,78.85907072,0.08665667543,6.0,311.34000000000003,Chikungunya,2018-04-23,20.0,12.0,15.0,18.333333333333332,5.686240703077329,0.1499999999999999,19.9072265625,22.0,1.0454545454545454,4.400000000000002,4.0,0.08,92.0,2.0
23,Tamil Nadu,Ramanathapuram,9,0.0,8,6,2018,9.3895523,78.85907072,0.08665667543,5.0,313.1866666,Chikungunya,2018-06-04,23.0,20.0,11.0,17.333333333333332,7.371114795831995,-0.6086956521739131,14.45361328125,24.2,0.37190082644628103,-0.5999999999999986,4.0,0.08,36.0,1.0
24,Tamil Nadu,Ramanathapuram,12,0.0,14,6,2018,9.3895523,78.85907072,0.08665667543,4.0,316.32,Chikungunya,2018-06-11,9.0,23.0,12.0,14.666666666666666,7.371114795831997,0.33333333333333326,13.226806640625,9.0,1.3333333333333333,-3.8,4.0,0.08,48.0,1.0
27,Tamil Nadu,Ramanathapuram,15,0.0,2,7,2018,9.3895523,78.85907072,0.08665667543,5.0,315.1,Chikungunya,2018-07-02,12.0,9.0,20.0,12.0,3.000000000000013,0.25,14.1134033203125,23.625,0.6349206349206349,-2.100000000000002,4.0,0.08,60.0,1.0
6,Tamil Nadu,Ramanathapuram,21,0.0,5,2,2019,9.3895523,78.85907072,0.08665667543,7.0,306.29,Chikungunya,2019-02-11,15.0,12.0,23.0,16.0,4.582575694955845,0.3999999999999999,17.55670166015625,23.333333333333332,0.9,3.9,4.0,0.08,84.0,2.0
